card_name,db_name,gw_sku,faction,include
Ballistus Dreadnought,Space Marine Ballistus Dreadnought,SKU: 48-46,Raven Guard Pts,Yes
Bladeguard Veteran Squad,Space Marine Bladeguard Veterans,SKU: 48-38,Raven Guard Pts,Yes
Brutalis Dreadnought,Space Marine Brutalis Dreadnought,SKU: 48-44,Raven Guard Pts,Yes
Chaplain,Space Marine Chaplain,SKU: 48-32,Raven Guard Pts,Yes
Chaplain in Terminator Armour,Space Marine Chaplain in Terminator Armour,SKU: HA-051,Raven Guard Pts,Yes
Company Heroes,Space Marine Company Heroes,SKU: 48-37,Raven Guard Pts,Yes
Devastator Squad,Space Marine Devastator Squad,SKU: 48-15,Raven Guard Pts,Yes
Eradicator Squad,Space Marine Eradicators,SKU: 48-39,Raven Guard Pts,Yes
Firestrike Servo-Turrets,Space Marine Firestrike Servo-Turrets,SKU: 48-28,Raven Guard Pts,Yes
Hammerfall Bunker,Space Marine Hammerfall Bunker,SKU: 48-27,Raven Guard Pts,Yes
Impulsor,Space Marine Impulsor,SKU: 48-94,Raven Guard Pts,Yes
Inceptor Squad,Space Marine Inceptors,SKU: 48-97,Raven Guard Pts,Yes
Incursor Squad,Space Marine Incursors,SKU: 48-96,Raven Guard Pts,Yes
Infernus Squad,Space Marine Infernus Squad,SKU: 48-45,Raven Guard Pts,Yes
Infiltrator Squad,Space Marine Infiltrators,SKU: 48-41,Raven Guard Pts,Yes
Intercessor Squad,Space Marine Intercessors,SKU: 48-75,Raven Guard Pts,Yes
Invader ATV,Space Marine Invader ATV,SKU: 48-42,Raven Guard Pts,Yes
Judiciar,Space Marine Judiciar,,Raven Guard Pts,
Land Raider,Space Marine Land Raider Crusader,SKU: 48-22,Raven Guard Pts,Yes
Land Raider Crusader,Space Marine Land Raider Crusader,SKU: 48-22,Raven Guard Pts,Yes
Librarian,Space Marine Librarian,SKU: 48-30,Raven Guard Pts,Yes
Outrider Squad,Space Marine Outriders,SKU: 48-40,Raven Guard Pts,Yes
Predator Annihilator,Space Marine Predator,SKU: 48-23,Raven Guard Pts,Yes
Predator Destructor,Space Marine Predator,SKU: 48-23,Raven Guard Pts,Yes
Eliminator Squad,Space Marine Primaris Eliminators,SKU: 48-98,Raven Guard Pts,Yes
Lieutenant,Space Marine Primaris Lieutenant,SKU: 48-61,Raven Guard Pts,Yes
Redemptor Dreadnought,Space Marine Redemptor Dreadnought,SKU: 48-93,Raven Guard Pts,Yes
Repulsor,Space Marine Repulsor Executioner,SKU: 48-95,Raven Guard Pts,Yes
Repulsor Executioner,Space Marine Repulsor Executioner,SKU: 48-95,Raven Guard Pts,Yes
Scout Squad,Space Marine Scouts,SKU: 48-29,Raven Guard Pts,Yes
Sternguard Veteran Squad,Space Marine Sternguard Veteran Squad,SKU: 48-43,Raven Guard Pts,Yes
Suppressor Squad,Space Marine Suppressors,,Raven Guard Pts,0
Tactical Squad,Space Marine Tactical Squad,SKU: 48-07,Raven Guard Pts,Yes
Terminator Squad,Space Marine Terminator Squad,SKU: 48-06,Raven Guard Pts,Yes
Vanguard Veteran Squad with Jump Packs,Space Marine Vanguard Veteran Squad,SKU: 48-08,Raven Guard Pts,Yes
Vindicator,Space Marine Vindicator,SKU: 48-26,Raven Guard Pts,Yes
Whirlwind,Space Marine Whirlwind,SKU: 48-25,Raven Guard Pts,Yes
Storm Speeder Hailstrike,Storm Speeder Hailstrike,SKU: 48-131,Raven Guard Pts,Yes
Storm Speeder Hammerstrike,Storm Speeder Hammerstrike,SKU: 48-132,Raven Guard Pts,Yes
Storm Speeder Thunderstrike,Storm Speeder Thunderstrike,SKU: 48-133,Raven Guard Pts,Yes
Stormhawk Interceptor,Stormhawk Interceptor,SKU: 48-129,Raven Guard Pts,Yes
Stormraven Gunship,Stormraven Gunship,SKU: 48-130,Raven Guard Pts,Yes
Stormtalon Gunship,Stormtalon Gunship,SKU: 48-134,Raven Guard Pts,Yes
Techmarine,Techmarine,SKU: 48-135,Raven Guard Pts,Yes
Terminator Assault Squad,Terminator Assault Squad,SKU: 48-136,Raven Guard Pts,Yes
Dreadnought,Venerable Dreadnought,SKU: 48-137,Raven Guard Pts,Yes
Bladeguard Ancient,,,Raven Guard Pts,
Lieutenant in Phobos Armour,,,Raven Guard Pts,
Lieutenant with Combi-weapon,,,Raven Guard Pts,
Astraeus,,,Raven Guard Pts,
Thunderhawk Gunship,,,Raven Guard Pts,
