card_name,db_name,gw_sku,faction,include
Invictor Tactical Warsuit,Invictor Tactical Warsuit,SKU: 48-118,Salamanders,Yes
Judiciar,Space Marine Judiciar,,Salamanders,
Land Raider,Space Marine Land Raider Crusader,SKU: 48-22,Salamanders,Yes
Land Raider Crusader,Space Marine Land Raider Crusader,SKU: 48-22,Salamanders,Yes
Land Raider Redeemer,Land Raider Redeemer,SKU: 48-119,Salamanders,Yes
Librarian,Space Marine Librarian,SKU: 48-30,Salamanders,Yes
Librarian in Phobos Armour,Primaris Librarian in Phobos Armour,SKU: 48-125,Salamanders,Yes
Librarian in Terminator Armour,Blood Angels Librarian in Terminator Armour,SKU: 41-28,Salamanders,Yes
Lieutenant,Space Marine Primaris Lieutenant,SKU: 48-61,Salamanders,Yes
Lieutenant in Phobos Armour,,,Salamanders,
Lieutenant in Reiver Armour,Lieutenant in Reiver Armour,SKU: 48-121,Salamanders,Yes
Lieutenant with Combi-weapon,,,Salamanders,
Outrider Squad,Space Marine Outriders,SKU: 48-40,Salamanders,Yes
Predator Annihilator,Space Marine Predator,SKU: 48-23,Salamanders,Yes
Predator Destructor,Space Marine Predator,SKU: 48-23,Salamanders,Yes
Razorback,Razorback,SKU: 48-126,Salamanders,Yes
Redemptor Dreadnought,Space Marine Redemptor Dreadnought,SKU: 48-93,Salamanders,Yes
Reiver Squad,Reiver Squad,SKU: 48-127,Salamanders,Yes
Repulsor,Space Marine Repulsor Executioner,SKU: 48-95,Salamanders,Yes
Repulsor Executioner,Space Marine Repulsor Executioner,SKU: 48-95,Salamanders,Yes
Rhino,Rhino,SKU: 48-128,Salamanders,Yes
Scout Squad,Space Marine Scouts,SKU: 48-29,Salamanders,Yes
Sternguard Veteran Squad,Space Marine Sternguard Veteran Squad,SKU: 48-43,Salamanders,Yes
Storm Speeder Hailstrike,Storm Speeder Hailstrike,SKU: 48-131,Salamanders,Yes
Storm Speeder Hammerstrike,Storm Speeder Hammerstrike,SKU: 48-132,Salamanders,Yes
Storm Speeder Thunderstrike,Storm Speeder Thunderstrike,SKU: 48-133,Salamanders,Yes
Stormhawk Interceptor,Stormhawk Interceptor,SKU: 48-129,Salamanders,Yes
Stormraven Gunship,Stormraven Gunship,SKU: 48-130,Salamanders,Yes
Stormtalon Gunship,Stormtalon Gunship,SKU: 48-134,Salamanders,Yes
Suppressor Squad,Space Marine Suppressors,,Salamanders,
Tactical Squad,Space Marine Tactical Squad,SKU: 48-07,Salamanders,Yes
Techmarine,Techmarine,SKU: 48-135,Salamanders,Yes
Terminator Assault Squad,Terminator Assault Squad,SKU: 48-136,Salamanders,Yes
Terminator Squad,Space Marine Terminator Squad,SKU: 48-06,Salamanders,Yes
Thunderhawk Gunship,,,Salamanders,
Vanguard Veteran Squad with Jump Packs,Space Marine Vanguard Veteran Squad,SKU: 48-08,Salamanders,Yes
Vindicator,Space Marine Vindicator,SKU: 48-26,Salamanders,Yes
Vulkan He'stan,Vulkan He'stan,SKU: 63-02,Salamanders,Yes
Whirlwind,Space Marine Whirlwind,SKU: 48-25,Salamanders,Yes
