card_name,db_name,gw_sku,faction,include
Chaplain in Terminator Armour,Space Marine Chaplain in Terminator Armour,SKU: HA-051,Spacewolves,Yes
Company Heroes,Space Marine Company Heroes,SKU: 48-37,Spacewolves,Yes
Eradicator Squad,Space Marine Eradicators,SKU: 48-39,Spacewolves,Yes
Firestrike Servo-Turrets,Space Marine Firestrike Servo-Turrets,SKU: 48-28,Spacewolves,Yes
Hammerfall Bunker,Space Marine Hammerfall Bunker,SKU: 48-27,Spacewolves,Yes
Impulsor,Space Marine Impulsor,SKU: 48-94,Spacewolves,Yes
Inceptor Squad,Space Marine Inceptors,SKU: 48-97,Spacewolves,Yes
Incursor Squad,Space Marine Incursors,SKU: 48-96,Spacewolves,Yes
Infernus Squad,Space Marine Infernus Squad,SKU: 48-45,Spacewolves,Yes
Infiltrator Squad,Space Marine Infiltrators,SKU: 48-41,Spacewolves,Yes
Intercessor Squad,Space Marine Intercessors,SKU: 48-75,Spacewolves,Yes
Invader ATV,Space Marine Invader ATV,SKU: 48-42,Spacewolves,Yes
Land Raider,Space Marine Land Raider Crusader,SKU: 48-22,Spacewolves,Yes
Land Raider Crusader,Space Marine Land Raider Crusader,SKU: 48-22,Spacewolves,Yes
Librarian,Space Marine Librarian,SKU: 48-30,Spacewolves,Yes
Outrider Squad,Space Marine Outriders,SKU: 48-40,Spacewolves,Yes
Predator Annihilator,Space Marine Predator,SKU: 48-23,Spacewolves,Yes
Predator Destructor,Space Marine Predator,SKU: 48-23,Spacewolves,Yes
Eliminator Squad,Space Marine Primaris Eliminators,SKU: 48-98,Spacewolves,Yes
Lieutenant,Space Marine Primaris Lieutenant,SKU: 48-61,Spacewolves,Yes
Redemptor Dreadnought,Space Marine Redemptor Dreadnought,SKU: 48-93,Spacewolves,Yes
Repulsor,Space Marine Repulsor Executioner,SKU: 48-95,Spacewolves,Yes
Repulsor Executioner,Space Marine Repulsor Executioner,SKU: 48-95,Spacewolves,Yes
Scout Squad,Space Marine Scouts,SKU: 48-29,Spacewolves,Yes
Sternguard Veteran Squad,Space Marine Sternguard Veteran Squad,SKU: 48-43,Spacewolves,Yes
Terminator Squad,Space Marine Terminator Squad,SKU: 48-06,Spacewolves,Yes
Vanguard Veteran Squad with Jump Packs,Space Marine Vanguard Veteran Squad,SKU: 48-08,Spacewolves,Yes
Vindicator,Space Marine Vindicator,SKU: 48-26,Spacewolves,Yes
Whirlwind,Space Marine Whirlwind,SKU: 48-25,Spacewolves,Yes
Grey Hunters,Space Wolves Grey Hunters,SKU: 53-06,Spacewolves,Yes
Ragnar Blackmane,Space Wolves Ragnar Blackmane,SKU: 53-02,Spacewolves,Yes
Thunderwolf Cavalry,Space Wolves Thunderwolf Cavalry,SKU: 53-10,Spacewolves,Yes
Wulfen Dreadnought,Wulfen Dreadnought,SKU: 53-36,Spacewolves,Yes
Wolf Guard Terminators,Space Wolves Wolf Guard Terminators,SKU: 53-08,Spacewolves,Yes
Storm Speeder Hailstrike,Storm Speeder Hailstrike,SKU: 48-131,Spacewolves,Yes
Storm Speeder Hammerstrike,Storm Speeder Hammerstrike,SKU: 48-132,Spacewolves,Yes
Storm Speeder Thunderstrike,Storm Speeder Thunderstrike,SKU: 48-133,Spacewolves,Yes
Stormhawk Interceptor,Stormhawk Interceptor,SKU: 48-129,Spacewolves,Yes
Stormraven Gunship,Stormraven Gunship,SKU: 48-130,Spacewolves,Yes
Stormtalon Gunship,Stormtalon Gunship,SKU: 48-134,Spacewolves,Yes
Techmarine,Techmarine,SKU: 48-135,Spacewolves,Yes
Terminator Assault Squad,Terminator Assault Squad,SKU: 48-136,Spacewolves,Yes
Ulrik the Slayer,Ulrik the Slayer,SKU: 53-31,Spacewolves,Yes
Dreadnought,Venerable Dreadnought,SKU: 48-137,Spacewolves,Yes
Wolf Guard Battle Leader,Wolf Guard Battle Leader,SKU: 53-32,Spacewolves,Yes
Wolf Guard Headtakers,Wolf Guard Headtakers,SKU: 53-33,Spacewolves,Yes
Wolf Priest,Wolf Priest,SKU: 53-34,Spacewolves,Yes
Wulfen,Wulfen,SKU: 53-35,Spacewolves,Yes
Wulfen with Storm Shields,Wulfen,SKU: 53-35,Spacewolves,Yes
Astraeus,,,Spacewolves,
Bladeguard Ancient,,,Spacewolves,
Judiciar,,,Spacewolves,
Lieutenant in Phobos Armour,,,Spacewolves,
Lieutenant with Combi-weapon,,,Spacewolves,
Suppressor Squad,,,Spacewolves,
Thunderhawk Gunship,,,Spacewolves,
Wolf Scouts,,,Spacewolves,
