card_name,db_name,gw_sku,faction,include
Hellblaster Squad,Hellblaster Squad,SKU: 48-117,Black Templar,Yes
Land Raider Redeemer,Land Raider Redeemer,SKU: 48-119,Black Templar,Yes
Lieutenant in Reiver Armour,Lieutenant in Reiver Armour,SKU: 48-121,Black Templar,Yes
Razorback,Razorback,SKU: 48-126,Black Templar,Yes
Reiver Squad,Reiver Squad,SKU: 48-127,Black Templar,Yes
Rhino,Rhino,SKU: 48-128,Black Templar,Yes
Aggressor Squad,Space Marine Aggressors,SKU: 48-92,Black Templar,Yes
Ancient,Space Marine Ancient,SKU: 48-34,Black Templar,Yes
Apothecary,Space Marine Apothecary,SKU: 48-33,Black Templar,Yes
Apothecary Biologis,Space Marine Apothecary,SKU: 48-33,Black Templar,Yes
Assault Intercessor Squad,Space Marine Assault Intercessors,SKU: 48-76,Black Templar,Yes
Ballistus Dreadnought,Space Marine Ballistus Dreadnought,SKU: 48-46,Black Templar,Yes
Bladeguard Veteran Squad,Space Marine Bladeguard Veterans,SKU: 48-38,Black Templar,Yes
Brutalis Dreadnought,Space Marine Brutalis Dreadnought,SKU: 48-44,Black Templar,Yes
Chaplain,Space Marine Chaplain,SKU: 48-32,Black Templar,Yes
Chaplain in Terminator Armour,Space Marine Chaplain in Terminator Armour,SKU: HA-051,Black Templar,Yes
Company Heroes,Space Marine Company Heroes,SKU: 48-37,Black Templar,Yes
Devastator Squad,Space Marine Devastator Squad,SKU: 48-15,Black Templar,Yes
Eradicator Squad,Space Marine Eradicators,SKU: 48-39,Black Templar,Yes
Firestrike Servo-Turrets,Space Marine Firestrike Servo-Turrets,SKU: 48-28,Black Templar,Yes
Hammerfall Bunker,Space Marine Hammerfall Bunker,SKU: 48-27,Black Templar,Yes
Impulsor,Space Marine Impulsor,SKU: 48-94,Black Templar,Yes
Inceptor Squad,Space Marine Inceptors,SKU: 48-97,Black Templar,Yes
Incursor Squad,Space Marine Incursors,SKU: 48-96,Black Templar,Yes
Infernus Squad,Space Marine Infernus Squad,SKU: 48-45,Black Templar,Yes
Infiltrator Squad,Space Marine Infiltrators,SKU: 48-41,Black Templar,Yes
Intercessor Squad,Space Marine Intercessors,SKU: 48-75,Black Templar,Yes
Invader ATV,Space Marine Invader ATV,SKU: 48-42,Black Templar,Yes
Land Raider,Space Marine Land Raider Crusader,SKU: 48-22,Black Templar,Yes
Land Raider Crusader,Space Marine Land Raider Crusader,SKU: 48-22,Black Templar,Yes
Outrider Squad,Space Marine Outriders,SKU: 48-40,Black Templar,Yes
Predator Annihilator,Space Marine Predator,SKU: 48-23,Black Templar,Yes
Predator Destructor,Space Marine Predator,SKU: 48-23,Black Templar,Yes
Eliminator Squad,Space Marine Primaris Eliminators,SKU: 48-98,Black Templar,Yes
Lieutenant,Space Marine Primaris Lieutenant,SKU: 48-61,Black Templar,Yes
Redemptor Dreadnought,Space Marine Redemptor Dreadnought,SKU: 48-93,Black Templar,Yes
Repulsor,Space Marine Repulsor Executioner,SKU: 48-95,Black Templar,Yes
Repulsor Executioner,Space Marine Repulsor Executioner,SKU: 48-95,Black Templar,Yes
Scout Squad,Space Marine Scouts,SKU: 48-29,Black Templar,Yes
Sternguard Veteran Squad,Space Marine Sternguard Veteran Squad,SKU: 48-43,Black Templar,Yes
Tactical Squad,Space Marine Tactical Squad,SKU: 48-07,Black Templar,Yes
Terminator Squad,Space Marine Terminator Squad,SKU: 48-06,Black Templar,Yes
Vanguard Veteran Squad with Jump Packs,Space Marine Vanguard Veteran Squad,SKU: 48-08,Black Templar,Yes
Vindicator,Space Marine Vindicator,SKU: 48-26,Black Templar,Yes
Whirlwind,Space Marine Whirlwind,SKU: 48-25,Black Templar,Yes
Storm Speeder Hailstrike,Storm Speeder Hailstrike,SKU: 48-131,Black Templar,Yes
Storm Speeder Hammerstrike,Storm Speeder Hammerstrike,SKU: 48-132,Black Templar,Yes
Storm Speeder Thunderstrike,Storm Speeder Thunderstrike,SKU: 48-133,Black Templar,Yes
Stormhawk Interceptor,Stormhawk Interceptor,SKU: 48-129,Black Templar,Yes
Stormraven Gunship,Stormraven Gunship,SKU: 48-130,Black Templar,Yes
Stormtalon Gunship,Stormtalon Gunship,SKU: 48-134,Black Templar,Yes
Techmarine,Techmarine,SKU: 48-135,Black Templar,Yes
Terminator Assault Squad,Terminator Assault Squad,SKU: 48-136,Black Templar,Yes
Dreadnought,Venerable Dreadnought,SKU: 48-137,Black Templar,Yes
Astraeus,,,Black Templar,
Bladeguard Ancient,,,Black Templar,
Judiciar,,,Black Templar,
Lieutenant in Phobos Armour,,,Black Templar,
Lieutenant with Combi-weapon,,,Black Templar,
Suppressor Squad,,,Black Templar,
Thunderhawk Gunship,,,Black Templar,
