card_name,db_name,gw_sku,faction,include
Incursor Squad,Space Marine Incursors,SKU: 48-96,Iron_Hands Pts,Yes
Infernus Squad,Space Marine Infernus Squad,SKU: 48-45,Iron_Hands Pts,Yes
Infiltrator Squad,Space Marine Infiltrators,SKU: 48-41,Iron_Hands Pts,Yes
Intercessor Squad,Space Marine Intercessors,SKU: 48-75,Iron_Hands Pts,Yes
Invader ATV,Space Marine Invader ATV,SKU: 48-42,Iron_Hands Pts,Yes
Judiciar,Space Marine Judiciar,,Iron_Hands Pts,
Land Raider,Space Marine Land Raider Crusader,SKU: 48-22,Iron_Hands Pts,Yes
Land Raider Crusader,Space Marine Land Raider Crusader,SKU: 48-22,Iron_Hands Pts,Yes
Librarian,Space Marine Librarian,SKU: 48-30,Iron_Hands Pts,Yes
Outrider Squad,Space Marine Outriders,SKU: 48-40,Iron_Hands Pts,Yes
Predator Annihilator,Space Marine Predator,SKU: 48-23,Iron_Hands Pts,Yes
Predator Destructor,Space Marine Predator,SKU: 48-23,Iron_Hands Pts,Yes
Eliminator Squad,Space Marine Primaris Eliminators,SKU: 48-98,Iron_Hands Pts,Yes
Lieutenant,Space Marine Primaris Lieutenant,SKU: 48-61,Iron_Hands Pts,Yes
Redemptor Dreadnought,Space Marine Redemptor Dreadnought,SKU: 48-93,Iron_Hands Pts,Yes
Repulsor,Space Marine Repulsor Executioner,SKU: 48-95,Iron_Hands Pts,Yes
Repulsor Executioner,Space Marine Repulsor Executioner,SKU: 48-95,Iron_Hands Pts,Yes
Scout Squad,Space Marine Scouts,SKU: 48-29,Iron_Hands Pts,Yes
Sternguard Veteran Squad,Space Marine Sternguard Veteran Squad,SKU: 48-43,Iron_Hands Pts,Yes
Suppressor Squad,Space Marine Suppressors,,Iron_Hands Pts,
Tactical Squad,Space Marine Tactical Squad,SKU: 48-07,Iron_Hands Pts,Yes
Terminator Squad,Space Marine Terminator Squad,SKU: 48-06,Iron_Hands Pts,Yes
Vanguard Veteran Squad with Jump Packs,Space Marine Vanguard Veteran Squad,SKU: 48-08,Iron_Hands Pts,Yes
Vindicator,Space Marine Vindicator,SKU: 48-26,Iron_Hands Pts,Yes
Whirlwind,Space Marine Whirlwind,SKU: 48-25,Iron_Hands Pts,Yes
Storm Speeder Hailstrike,Storm Speeder Hailstrike,SKU: 48-131,Iron_Hands Pts,Yes
Storm Speeder Hammerstrike,Storm Speeder Hammerstrike,SKU: 48-132,Iron_Hands Pts,Yes
Storm Speeder Thunderstrike,Storm Speeder Thunderstrike,SKU: 48-133,Iron_Hands Pts,Yes
Stormhawk Interceptor,Stormhawk Interceptor,SKU: 48-129,Iron_Hands Pts,Yes
Stormraven Gunship,Stormraven Gunship,SKU: 48-130,Iron_Hands Pts,Yes
Stormtalon Gunship,Stormtalon Gunship,SKU: 48-134,Iron_Hands Pts,Yes
Techmarine,Techmarine,SKU: 48-135,Iron_Hands Pts,Yes
Terminator Assault Squad,Terminator Assault Squad,SKU: 48-136,Iron_Hands Pts,Yes
Dreadnought,Venerable Dreadnought,SKU: 48-137,Iron_Hands Pts,Yes
Bladeguard Ancient,,,Iron_Hands Pts,
Lieutenant in Phobos Armour,,,Iron_Hands Pts,
Lieutenant with Combi-weapon,,,Iron_Hands Pts,
Astraeus,,,Iron_Hands Pts,
Thunderhawk Gunship,,,Iron_Hands Pts,
