card_name,db_name,gw_sku,faction,include
Infiltrator Squad,Space Marine Infiltrators,SKU: 48-41,Imperial Fists,Yes
Intercessor Squad,Space Marine Intercessors,SKU: 48-75,Imperial Fists,Yes
Invader ATV,Space Marine Invader ATV,SKU: 48-42,Imperial Fists,Yes
Judiciar,Space Marine Judiciar,,Imperial Fists,
Land Raider,Space Marine Land Raider Crusader,SKU: 48-22,Imperial Fists,Yes
Land Raider Crusader,Space Marine Land Raider Crusader,SKU: 48-22,Imperial Fists,Yes
Librarian,Space Marine Librarian,SKU: 48-30,Imperial Fists,Yes
Outrider Squad,Space Marine Outriders,SKU: 48-40,Imperial Fists,Yes
Predator Annihilator,Space Marine Predator,SKU: 48-23,Imperial Fists,Yes
Predator Destructor,Space Marine Predator,SKU: 48-23,Imperial Fists,Yes
Eliminator Squad,Space Marine Primaris Eliminators,SKU: 48-98,Imperial Fists,Yes
Lieutenant,Space Marine Primaris Lieutenant,SKU: 48-61,Imperial Fists,Yes
Redemptor Dreadnought,Space Marine Redemptor Dreadnought,SKU: 48-93,Imperial Fists,Yes
Repulsor,Space Marine Repulsor Executioner,SKU: 48-95,Imperial Fists,Yes
Repulsor Executioner,Space Marine Repulsor Executioner,SKU: 48-95,Imperial Fists,Yes
Scout Squad,Space Marine Scouts,SKU: 48-29,Imperial Fists,Yes
Sternguard Veteran Squad,Space Marine Sternguard Veteran Squad,SKU: 48-43,Imperial Fists,Yes
Suppressor Squad,Space Marine Suppressors,,Imperial Fists,
Tactical Squad,Space Marine Tactical Squad,SKU: 48-07,Imperial Fists,Yes
Terminator Squad,Space Marine Terminator Squad,SKU: 48-06,Imperial Fists,Yes
Vanguard Veteran Squad with Jump Packs,Space Marine Vanguard Veteran Squad,SKU: 48-08,Imperial Fists,Yes
Vindicator,Space Marine Vindicator,SKU: 48-26,Imperial Fists,Yes
Whirlwind,Space Marine Whirlwind,SKU: 48-25,Imperial Fists,Yes
Storm Speeder Hailstrike,Storm Speeder Hailstrike,SKU: 48-131,Imperial Fists,Yes
Storm Speeder Hammerstrike,Storm Speeder Hammerstrike,SKU: 48-132,Imperial Fists,Yes
Storm Speeder Thunderstrike,Storm Speeder Thunderstrike,SKU: 48-133,Imperial Fists,Yes
Stormhawk Interceptor,Stormhawk Interceptor,SKU: 48-129,Imperial Fists,Yes
Stormraven Gunship,Stormraven Gunship,SKU: 48-130,Imperial Fists,Yes
Stormtalon Gunship,Stormtalon Gunship,SKU: 48-134,Imperial Fists,Yes
Techmarine,Techmarine,SKU: 48-135,Imperial Fists,Yes
Terminator Assault Squad,Terminator Assault Squad,SKU: 48-136,Imperial Fists,Yes
Tor Garadon,Tor Garadon,SKU: 60-02,Imperial Fists,Yes
Dreadnought,Venerable Dreadnought,SKU: 48-137,Imperial Fists,Yes
Astraeus,,,Imperial Fists,
Bladeguard Ancient,,,Imperial Fists,
Lieutenant in Phobos Armour,,,Imperial Fists,
Lieutenant with Combi-weapon,,,Imperial Fists,
Thunderhawk Gunship,,,Imperial Fists,
